bar,bartender,day,start,end,date
"Impossible Fire","Jospeh Zimmerman",Saturday,15:00,22:45,2018-10-20
"Impossible Fire","Jinny Small",Saturday,15:00,22:45,2018-10-20
"Impossible Fire","Jonathan Jenson",Saturday,15:00,22:45,2018-10-20
"Impossible Fire","Fredrick Mackin",Saturday,15:00,22:45,2018-10-20
"Impossible Fire","Edward Halcomb",Saturday,12:00,15:00,2018-10-20
"Impossible Fire","Jerome Purcell",Saturday,12:00,15:00,2018-10-20
"Impossible Fire","Francis Barth",Saturday,20:00,22:45,2018-10-20
"Impossible Fire","James Curry",Saturday,13:00,22:45,2018-10-20
"Impossible Fire","Joseph Brown",Saturday,16:45,22:45,2018-10-20
"Impossible Fire","John Bledsoe",Saturday,12:00,16:00,2018-10-20
"Incredible Sailboat Pub","William Degaetano",Saturday,14:50,22:15,2018-10-20
"Incredible Sailboat Pub","Rowena Cardwell",Saturday,14:50,22:15,2018-10-20
"Incredible Sailboat Pub","Kerri Elliott",Saturday,14:50,22:15,2018-10-20
"Incredible Sailboat Pub","Marcus Piatt",Saturday,14:50,22:15,2018-10-20
"Incredible Sailboat Pub","Samuel Sarkis",Saturday,09:00,14:50,2018-10-20
"Incredible Sailboat Pub","Lillian Nix",Saturday,09:00,14:50,2018-10-20
"Incredible Sailboat Pub","Steven Nichols",Saturday,17:45,22:15,2018-10-20
"Incredible Sailboat Pub","Nicole Byler",Saturday,14:30,22:15,2018-10-20
"Incredible Sailboat Pub","Kim Maybee",Saturday,16:00,22:15,2018-10-20
"Incredible Sailboat Pub","Linda Deleon",Saturday,09:00,17:45,2018-10-20
"Interesting Trumpet Inn","Evelyn Mckay",Saturday,16:20,22:30,2018-10-20
"Interesting Trumpet Inn","Ann Lindholm",Saturday,16:20,22:30,2018-10-20
"Interesting Trumpet Inn","Elise Hays",Saturday,16:20,22:30,2018-10-20
"Interesting Trumpet Inn","Don Fletcher",Saturday,16:20,22:30,2018-10-20
"Interesting Trumpet Inn","Dawn Bryson",Saturday,09:00,16:20,2018-10-20
"Interesting Trumpet Inn","Edward Buttner",Saturday,09:00,16:20,2018-10-20
"Interesting Trumpet Inn","Catherine Plant",Saturday,14:30,22:30,2018-10-20
"Interesting Trumpet Inn","Craig Tackett",Saturday,16:45,22:30,2018-10-20
"Interesting Trumpet Inn","Erma Patterson",Saturday,20:00,22:30,2018-10-20
"Interesting Trumpet Inn","Cecil Anderson",Saturday,09:00,16:45,2018-10-20
"Iron Library Tavern","Fredrick Castro",Saturday,16:45,23:00,2018-10-20
"Iron Library Tavern","Frank Lauridsen",Saturday,16:45,23:00,2018-10-20
"Iron Library Tavern","Jeffrey Black",Saturday,16:45,23:00,2018-10-20
"Iron Library Tavern","Lester Kinde",Saturday,16:45,23:00,2018-10-20
"Iron Library Tavern","Jarvis Strom",Saturday,12:00,16:45,2018-10-20
"Iron Library Tavern","Jeremy Perino",Saturday,12:00,16:45,2018-10-20
"Iron Library Tavern","Jane Caskey",Saturday,17:45,23:00,2018-10-20
"Iron Library Tavern","Harold Rohrbach",Saturday,14:30,23:00,2018-10-20
"Iron Library Tavern","Luis Willman",Saturday,14:30,23:00,2018-10-20
"Iron Library Tavern","Joseph Gaccione",Saturday,12:00,14:30,2018-10-20
"Iron Tigress Inn","Martina Perez",Saturday,13:45,22:15,2018-10-20
"Iron Tigress Inn","William Dimaggio",Saturday,13:45,22:15,2018-10-20
"Iron Tigress Inn","Thomas Danielsen",Saturday,13:45,22:15,2018-10-20
"Iron Tigress Inn","Robyn Ledbetter",Saturday,13:45,22:15,2018-10-20
"Iron Tigress Inn","Ramon Martin",Saturday,11:00,13:45,2018-10-20
"Iron Tigress Inn","Patrica Williams",Saturday,11:00,13:45,2018-10-20
"Iron Tigress Inn","Maria Gingerich",Saturday,16:45,22:15,2018-10-20
"Iron Tigress Inn","Mark Perez",Saturday,17:45,22:15,2018-10-20
"Iron Tigress Inn","Richard Pessin",Saturday,14:30,22:15,2018-10-20
"Iron Tigress Inn","Ruth Meldahl",Saturday,11:00,13:00,2018-10-20
"Iron Turkey","Flora Myrick",Saturday,16:20,23:30,2018-10-20
"Iron Turkey","Bruce Mailes",Saturday,16:20,23:30,2018-10-20
"Iron Turkey","Carole Cox",Saturday,16:20,23:30,2018-10-20
"Iron Turkey","Eric Little",Saturday,16:20,23:30,2018-10-20
"Iron Turkey","Anne Hood",Saturday,09:00,16:20,2018-10-20
"Iron Turkey","Andrew Lindahl",Saturday,09:00,16:20,2018-10-20
"Iron Turkey","Diamond Parker",Saturday,16:25,23:30,2018-10-20
"Iron Turkey","Dianna Call",Saturday,20:00,23:30,2018-10-20
"Iron Turkey","Grady Olsen",Saturday,17:45,23:30,2018-10-20
"Iron Turkey","Corey Lorenzen",Saturday,09:00,16:45,2018-10-20
"Itchy Cheetah Bar","Marcus Hackshaw",Saturday,13:30,23:00,2018-10-20
"Itchy Cheetah Bar","Gregory Levitt",Saturday,13:30,23:00,2018-10-20
"Itchy Cheetah Bar","Leatrice Kanagy",Saturday,13:30,23:00,2018-10-20
"Itchy Cheetah Bar","Kenneth Thompson",Saturday,13:30,23:00,2018-10-20
"Itchy Cheetah Bar","Linda Baridon",Saturday,09:00,13:30,2018-10-20
"Itchy Cheetah Bar","Nancy Chin",Saturday,09:00,13:30,2018-10-20
"Itchy Cheetah Bar","Mary Pham",Saturday,20:00,23:00,2018-10-20
"Itchy Cheetah Bar","John Bethea",Saturday,16:45,23:00,2018-10-20
"Itchy Cheetah Bar","Gregory Dailey",Saturday,16:00,23:00,2018-10-20
"Itchy Cheetah Bar","Loretta Martinez",Saturday,09:00,17:45,2018-10-20
"Ivory Lamb Pub","Tom Gilbreath",Saturday,13:45,23:15,2018-10-20
"Ivory Lamb Pub","Robert Ray",Saturday,13:45,23:15,2018-10-20
"Ivory Lamb Pub","Tamara Tweed",Saturday,13:45,23:15,2018-10-20
"Ivory Lamb Pub","Randy Mcvicker",Saturday,13:45,23:15,2018-10-20
"Ivory Lamb Pub","Russell Stanley",Saturday,11:00,13:45,2018-10-20
"Ivory Lamb Pub","Vicki Mccall",Saturday,11:00,13:45,2018-10-20
"Ivory Lamb Pub","Suzanne Maize",Saturday,20:00,23:15,2018-10-20
"Ivory Lamb Pub","Wesley Meyer",Saturday,16:00,23:15,2018-10-20
"Ivory Lamb Pub","Stephen Frerichs",Saturday,16:45,23:15,2018-10-20
"Ivory Lamb Pub","Sarah Lupez",Saturday,11:00,13:00,2018-10-20
"Jaded Pants Pub","Henry Halstead",Saturday,13:30,23:45,2018-10-20
"Jaded Pants Pub","Hilda Brown",Saturday,13:30,23:45,2018-10-20
"Jaded Pants Pub","Brett Garner",Saturday,13:30,23:45,2018-10-20
"Jaded Pants Pub","Elisabeth Mazurek",Saturday,13:30,23:45,2018-10-20
"Jaded Pants Pub","Irma Muse",Saturday,11:00,13:30,2018-10-20
"Jaded Pants Pub","Albert Cain",Saturday,11:00,13:30,2018-10-20
"Jaded Pants Pub","Carolyn Lasala",Saturday,14:30,23:45,2018-10-20
"Jaded Pants Pub","Brenda Gonzalez",Saturday,20:00,23:45,2018-10-20
"Jaded Pants Pub","Emily Grimes",Saturday,16:45,23:45,2018-10-20
"Jaded Pants Pub","Everett Halpin",Saturday,11:00,16:25,2018-10-20
"Jealous Fiddle Pub","Lorena Parker",Saturday,16:20,23:15,2018-10-20
"Jealous Fiddle Pub","Kelly Boivin",Saturday,16:20,23:15,2018-10-20
"Jealous Fiddle Pub","John Doty",Saturday,16:20,23:15,2018-10-20
"Jealous Fiddle Pub","Mary Savage",Saturday,16:20,23:15,2018-10-20
"Jealous Fiddle Pub","Karyl Ito",Saturday,09:00,16:20,2018-10-20
"Jealous Fiddle Pub","Jose Wright",Saturday,09:00,16:20,2018-10-20
"Jealous Fiddle Pub","Keith Burnette",Saturday,13:00,23:15,2018-10-20
"Jealous Fiddle Pub","Maria Carlin",Saturday,14:30,23:15,2018-10-20
"Jealous Fiddle Pub","Marcia Holland",Saturday,13:00,23:15,2018-10-20
"Jealous Fiddle Pub","Kimberly Hales",Saturday,09:00,16:00,2018-10-20
"Keen Snail Bar","Robert Alexander",Saturday,14:50,23:15,2018-10-20
"Keen Snail Bar","Rebecca Tomita",Saturday,14:50,23:15,2018-10-20
"Keen Snail Bar","Peggy Gaines",Saturday,14:50,23:15,2018-10-20
"Keen Snail Bar","Melissa Warren",Saturday,14:50,23:15,2018-10-20
"Keen Snail Bar","Wayne Atkins",Saturday,09:00,14:50,2018-10-20
"Keen Snail Bar","Rachel Wilson",Saturday,09:00,14:50,2018-10-20
"Keen Snail Bar","Phillip Feasel",Saturday,17:45,23:15,2018-10-20
"Keen Snail Bar","Ruth Rodriguez",Saturday,20:00,23:15,2018-10-20
"Keen Snail Bar","Milton Welch",Saturday,16:00,23:15,2018-10-20
"Keen Snail Bar","Roberta Logsdon",Saturday,09:00,17:45,2018-10-20
"Latino Magpie","Ellen Vankeuren",Saturday,13:30,23:45,2018-10-20
"Latino Magpie","Donald Dickson",Saturday,13:30,23:45,2018-10-20
"Latino Magpie","Benita Clark",Saturday,13:30,23:45,2018-10-20
"Latino Magpie","Bonnie Heiman",Saturday,13:30,23:45,2018-10-20
"Latino Magpie","Alisa Lassiter",Saturday,11:00,13:30,2018-10-20
"Latino Magpie","Alice Fico",Saturday,11:00,13:30,2018-10-20
"Latino Magpie","Cindy Laso",Saturday,16:45,23:45,2018-10-20
"Latino Magpie","David Aybar",Saturday,13:00,23:45,2018-10-20
"Latino Magpie","Brenda Henke",Saturday,13:00,23:45,2018-10-20
"Latino Magpie","Cherie Wyche",Saturday,11:00,16:45,2018-10-20
"Laughing Elephant Tavern","Michael Chastain",Saturday,13:45,22:15,2018-10-20
"Laughing Elephant Tavern","Joey Rutledge",Saturday,13:45,22:15,2018-10-20
"Laughing Elephant Tavern","Kevin Jose",Saturday,13:45,22:15,2018-10-20
"Laughing Elephant Tavern","Karen Stone",Saturday,13:45,22:15,2018-10-20
"Laughing Elephant Tavern","Heather Hoff",Saturday,08:00,13:45,2018-10-20
"Laughing Elephant Tavern","Michael Etheridge",Saturday,08:00,13:45,2018-10-20
"Laughing Elephant Tavern","Keith Tate",Saturday,20:00,22:15,2018-10-20
"Laughing Elephant Tavern","Mary Riddle",Saturday,16:00,22:15,2018-10-20
"Laughing Elephant Tavern","Michael Bailey",Saturday,13:00,22:15,2018-10-20
"Laughing Elephant Tavern","Mary Price",Saturday,08:00,14:30,2018-10-20
"Little Elixir Club","Timothy Rodriguez",Saturday,16:45,23:45,2018-10-20
"Little Elixir Club","Violet Logan",Saturday,16:45,23:45,2018-10-20
"Little Elixir Club","Myrna Eversmeyer",Saturday,16:45,23:45,2018-10-20
"Little Elixir Club","Robert Mabe",Saturday,16:45,23:45,2018-10-20
"Little Elixir Club","Sue Hess",Saturday,12:00,16:45,2018-10-20
"Little Elixir Club","Yvette Fassett",Saturday,12:00,16:45,2018-10-20
"Little Elixir Club","Trudy Miceli",Saturday,16:45,23:45,2018-10-20
"Little Elixir Club","Zachary Mixon",Saturday,17:45,23:45,2018-10-20
"Little Elixir Club","Robert Krzeczkowski",Saturday,20:00,23:45,2018-10-20
"Little Elixir Club","Simon Williams",Saturday,12:00,13:00,2018-10-20
"Lively Elf","Caroline Beato",Saturday,16:20,22:15,2018-10-20
"Lively Elf","Brianna Lotz",Saturday,16:20,22:15,2018-10-20
"Lively Elf","Betty Morton",Saturday,16:20,22:15,2018-10-20
"Lively Elf","Diane Burnside",Saturday,16:20,22:15,2018-10-20
"Lively Elf","Howard Cooper",Saturday,11:00,16:20,2018-10-20
"Lively Elf","Carol Whitlatch",Saturday,11:00,16:20,2018-10-20
"Lively Elf","Dominga Gauthier",Saturday,16:00,22:15,2018-10-20
"Lively Elf","James Barnes",Saturday,16:45,22:15,2018-10-20
"Lively Elf","Charles Tim",Saturday,16:00,22:15,2018-10-20
"Lively Elf","Beverly Kenyon",Saturday,11:00,16:25,2018-10-20
"Lonely Snowdrop","Mary Gassoway",Saturday,13:45,23:00,2018-10-20
"Lonely Snowdrop","Joseph Bettinson",Saturday,13:45,23:00,2018-10-20
"Lonely Snowdrop","John Benavides",Saturday,13:45,23:00,2018-10-20
"Lonely Snowdrop","Jesse Kozyra",Saturday,13:45,23:00,2018-10-20
"Lonely Snowdrop","Max Castillo",Saturday,10:00,13:45,2018-10-20
"Lonely Snowdrop","Joshua Bates",Saturday,10:00,13:45,2018-10-20
"Lonely Snowdrop","Juan Johnson",Saturday,17:45,23:00,2018-10-20
"Lonely Snowdrop","Joan Bates",Saturday,13:00,23:00,2018-10-20
"Lonely Snowdrop","Josie Herrera",Saturday,14:30,23:00,2018-10-20
"Lonely Snowdrop","Jarvis Eldridge",Saturday,10:00,17:45,2018-10-20
"Loud Elderberry Bar","William Linton",Saturday,16:20,22:15,2018-10-20
"Loud Elderberry Bar","Raymond Jacob",Saturday,16:20,22:15,2018-10-20
"Loud Elderberry Bar","Sofia Smith",Saturday,16:20,22:15,2018-10-20
"Loud Elderberry Bar","Sheila Reardon",Saturday,16:20,22:15,2018-10-20
"Loud Elderberry Bar","Sharon Boudreau",Saturday,11:00,16:20,2018-10-20
"Loud Elderberry Bar","Rebecca Berry",Saturday,11:00,16:20,2018-10-20
"Loud Elderberry Bar","Nancy Ales",Saturday,17:45,22:15,2018-10-20
"Loud Elderberry Bar","Steven Weir",Saturday,13:00,22:15,2018-10-20
"Loud Elderberry Bar","Oretha Allison",Saturday,17:45,22:15,2018-10-20
"Loud Elderberry Bar","Winnie Hernandez",Saturday,11:00,14:30,2018-10-20
"Lying Explorer Tavern","Beth Graves",Saturday,16:20,22:45,2018-10-20
"Lying Explorer Tavern","Bernard Bermudes",Saturday,16:20,22:45,2018-10-20
"Lying Explorer Tavern","Dorothy Pyle",Saturday,16:20,22:45,2018-10-20
"Lying Explorer Tavern","Jennette Ardis",Saturday,16:20,22:45,2018-10-20
"Lying Explorer Tavern","Carmen Soron",Saturday,10:00,16:20,2018-10-20
"Lying Explorer Tavern","Dawn Dorf",Saturday,10:00,16:20,2018-10-20
"Lying Explorer Tavern","Alonzo Lim",Saturday,17:45,22:45,2018-10-20
"Lying Explorer Tavern","Erica Cormier",Saturday,16:45,22:45,2018-10-20
"Lying Explorer Tavern","Bradley Durr",Saturday,16:00,22:45,2018-10-20
"Lying Explorer Tavern","Beatrice Broenneke",Saturday,10:00,14:30,2018-10-20
"Magnificent Dark Elf Bar","Karen Mcentee",Saturday,14:50,22:45,2018-10-20
"Magnificent Dark Elf Bar","Michael Pritchett",Saturday,14:50,22:45,2018-10-20
"Magnificent Dark Elf Bar","Marcos Nicholas",Saturday,14:50,22:45,2018-10-20
"Magnificent Dark Elf Bar","Luisa Campbell",Saturday,14:50,22:45,2018-10-20
"Magnificent Dark Elf Bar","Nancy Williamson",Saturday,08:00,14:50,2018-10-20
"Magnificent Dark Elf Bar","Maria Swartz",Saturday,08:00,14:50,2018-10-20
"Magnificent Dark Elf Bar","Michael Stagnaro",Saturday,14:30,22:45,2018-10-20
"Magnificent Dark Elf Bar","Jennifer Brush",Saturday,14:30,22:45,2018-10-20
"Magnificent Dark Elf Bar","Keith Mercado",Saturday,13:00,22:45,2018-10-20
"Magnificent Dark Elf Bar","Johnathan Story",Saturday,08:00,16:00,2018-10-20
"Middle Cushion Bar","Sammy Seymour",Saturday,16:20,23:45,2018-10-20
"Middle Cushion Bar","Ruth Dampier",Saturday,16:20,23:45,2018-10-20
"Middle Cushion Bar","Wayne Selby",Saturday,16:20,23:45,2018-10-20
"Middle Cushion Bar","Robert Taylor",Saturday,16:20,23:45,2018-10-20
"Middle Cushion Bar","Scott Coulter",Saturday,09:00,16:20,2018-10-20
"Middle Cushion Bar","Tamara Alloway",Saturday,09:00,16:20,2018-10-20
"Middle Cushion Bar","Olga Ramirez",Saturday,13:00,23:45,2018-10-20
"Middle Cushion Bar","Treena Paz",Saturday,16:25,23:45,2018-10-20
"Middle Cushion Bar","Ted Bryson",Saturday,16:00,23:45,2018-10-20
"Middle Cushion Bar","Steven Hudson",Saturday,09:00,17:45,2018-10-20
"Mixing Demon Pub","Albert Alvarez",Saturday,15:00,22:30,2018-10-20
"Mixing Demon Pub","Donald Earley",Saturday,15:00,22:30,2018-10-20
"Mixing Demon Pub","Brian Nicholas",Saturday,15:00,22:30,2018-10-20
"Mixing Demon Pub","Alisa Reed",Saturday,15:00,22:30,2018-10-20
"Mixing Demon Pub","Ann Whittington",Saturday,09:00,15:00,2018-10-20
"Mixing Demon Pub","Cesar Robinson",Saturday,09:00,15:00,2018-10-20
"Mixing Demon Pub","Dorothy Newman",Saturday,17:45,22:30,2018-10-20
"Mixing Demon Pub","Daniel Christenson",Saturday,17:45,22:30,2018-10-20
"Mixing Demon Pub","Evelyn Bailey",Saturday,14:30,22:30,2018-10-20
"Mixing Demon Pub","Anthony Harper",Saturday,09:00,13:00,2018-10-20
"Molten Ants Bar","Gloria Hays",Saturday,14:50,22:45,2018-10-20
"Molten Ants Bar","Lorraine Davis",Saturday,14:50,22:45,2018-10-20
"Molten Ants Bar","Kevin Amaral",Saturday,14:50,22:45,2018-10-20
"Molten Ants Bar","Mary Bell",Saturday,14:50,22:45,2018-10-20
"Molten Ants Bar","Kari Villa",Saturday,11:00,14:50,2018-10-20
"Molten Ants Bar","Frank Plemons",Saturday,11:00,14:50,2018-10-20
"Molten Ants Bar","John Montney",Saturday,16:00,22:45,2018-10-20
"Molten Ants Bar","Kathryn Chavis",Saturday,17:45,22:45,2018-10-20
"Molten Ants Bar","Howard Payne",Saturday,13:00,22:45,2018-10-20
"Molten Ants Bar","Jayson Davis",Saturday,11:00,20:00,2018-10-20
"Natural Leopard","Pete Elrod",Saturday,16:45,22:15,2018-10-20
"Natural Leopard","Ronald Thelen",Saturday,16:45,22:15,2018-10-20
"Natural Leopard","Maurice Larry",Saturday,16:45,22:15,2018-10-20
"Natural Leopard","Sergio Schuchart",Saturday,16:45,22:15,2018-10-20
"Natural Leopard","Stacey Gunn",Saturday,12:00,16:45,2018-10-20
"Natural Leopard","Richard Fenton",Saturday,12:00,16:45,2018-10-20
"Natural Leopard","William Daniels",Saturday,16:00,22:15,2018-10-20
"Natural Leopard","Steve Daniels",Saturday,17:45,22:15,2018-10-20
"Natural Leopard","Rebecca Proctor",Saturday,17:45,22:15,2018-10-20
"Natural Leopard","Sandra Villalobas",Saturday,12:00,17:45,2018-10-20
"Natural Squash Tavern","Emma Walker",Saturday,15:00,23:45,2018-10-20
"Natural Squash Tavern","Christopher Nevarez",Saturday,15:00,23:45,2018-10-20
"Natural Squash Tavern","David Keeler",Saturday,15:00,23:45,2018-10-20
"Natural Squash Tavern","Clyde Mccorkle",Saturday,15:00,23:45,2018-10-20
"Natural Squash Tavern","Gary White",Saturday,08:00,15:00,2018-10-20
"Natural Squash Tavern","Christopher Higgins",Saturday,08:00,15:00,2018-10-20
"Natural Squash Tavern","James Mozie",Saturday,13:00,23:45,2018-10-20
"Natural Squash Tavern","Gloria Garcia",Saturday,14:30,23:45,2018-10-20
"Natural Squash Tavern","Eddie Jones",Saturday,13:00,23:45,2018-10-20
"Natural Squash Tavern","Corey Sanders",Saturday,08:00,16:00,2018-10-20
"Naughty Bean Inn","Michael Francis",Saturday,14:50,22:00,2018-10-20
"Naughty Bean Inn","Joyce Cranker",Saturday,14:50,22:00,2018-10-20
"Naughty Bean Inn","Janet Rasmussen",Saturday,14:50,22:00,2018-10-20
"Naughty Bean Inn","Marian Spivey",Saturday,14:50,22:00,2018-10-20
"Naughty Bean Inn","Louis Nelson",Saturday,10:00,14:50,2018-10-20
"Naughty Bean Inn","Joseph Dick",Saturday,10:00,14:50,2018-10-20
"Naughty Bean Inn","Mark Miller",Saturday,16:00,22:00,2018-10-20
"Naughty Bean Inn","Leigh Mclaughlin",Saturday,14:30,22:00,2018-10-20
"Naughty Bean Inn","Michael Howard",Saturday,16:00,22:00,2018-10-20
"Naughty Bean Inn","Juan Young",Saturday,10:00,17:45,2018-10-20
"Needy Mind Tavern","Winfred Maldonado",Saturday,15:00,22:45,2018-10-20
"Needy Mind Tavern","Thomas Parish",Saturday,15:00,22:45,2018-10-20
"Needy Mind Tavern","Thomas Edwards",Saturday,15:00,22:45,2018-10-20
"Needy Mind Tavern","Patricia Peebles",Saturday,15:00,22:45,2018-10-20
"Needy Mind Tavern","Theresa Patrick",Saturday,10:00,15:00,2018-10-20
"Needy Mind Tavern","Tiffany Janosek",Saturday,10:00,15:00,2018-10-20
"Needy Mind Tavern","Sonia Ellison",Saturday,20:00,22:45,2018-10-20
"Needy Mind Tavern","Peter King",Saturday,14:30,22:45,2018-10-20
"Needy Mind Tavern","Michele Victory",Saturday,16:25,22:45,2018-10-20
"Needy Mind Tavern","Sherry Pentz",Saturday,10:00,16:00,2018-10-20
"Nervous Jaguar Inn","Charles Melendez",Saturday,13:30,23:45,2018-10-20
"Nervous Jaguar Inn","Donald Lozano",Saturday,13:30,23:45,2018-10-20
"Nervous Jaguar Inn","Edward Hilton",Saturday,13:30,23:45,2018-10-20
"Nervous Jaguar Inn","Carolyn Butler",Saturday,13:30,23:45,2018-10-20
"Nervous Jaguar Inn","Christopher Smith",Saturday,08:00,13:30,2018-10-20
"Nervous Jaguar Inn","Edgar Collins",Saturday,08:00,13:30,2018-10-20
"Nervous Jaguar Inn","Brian Mcjunkins",Saturday,16:45,23:45,2018-10-20
"Nervous Jaguar Inn","Bob Feliciano",Saturday,16:00,23:45,2018-10-20
"Nervous Jaguar Inn","Dan Lee",Saturday,17:45,23:45,2018-10-20
"Nervous Jaguar Inn","Charmaine Solis",Saturday,08:00,16:25,2018-10-20
"Nervous Mountain Inn","Jo Peck",Saturday,14:50,23:45,2018-10-20
"Nervous Mountain Inn","Maria Soto",Saturday,14:50,23:45,2018-10-20
"Nervous Mountain Inn","James Montgomery",Saturday,14:50,23:45,2018-10-20
"Nervous Mountain Inn","Harvey Clarke",Saturday,14:50,23:45,2018-10-20
"Nervous Mountain Inn","Jay Shivers",Saturday,09:00,14:50,2018-10-20
"Nervous Mountain Inn","Julia Burpee",Saturday,09:00,14:50,2018-10-20
"Nervous Mountain Inn","Florence Elias",Saturday,17:45,23:45,2018-10-20
"Nervous Mountain Inn","Jose Yates",Saturday,14:30,23:45,2018-10-20
"Nervous Mountain Inn","Emma Bennett",Saturday,20:00,23:45,2018-10-20
"Nervous Mountain Inn","Joey Bade",Saturday,09:00,14:30,2018-10-20
"New Spider Bar","Steven Barnes",Saturday,16:20,23:15,2018-10-20
"New Spider Bar","Mary Payton",Saturday,16:20,23:15,2018-10-20
"New Spider Bar","Monique Harker",Saturday,16:20,23:15,2018-10-20
"New Spider Bar","Sally James",Saturday,16:20,23:15,2018-10-20
"New Spider Bar","Michael Fisher",Saturday,12:00,16:20,2018-10-20
"New Spider Bar","Roger Sanchez",Saturday,12:00,16:20,2018-10-20
"New Spider Bar","Micheal Ceraos",Saturday,16:00,23:15,2018-10-20
"New Spider Bar","Marilyn Ager",Saturday,16:00,23:15,2018-10-20
"New Spider Bar","Mary Gilmore",Saturday,16:00,23:15,2018-10-20
"New Spider Bar","Mazie Keenan",Saturday,12:00,20:00,2018-10-20
"Nifty Branch Inn","Allen Jenkins",Saturday,16:20,23:45,2018-10-20
"Nifty Branch Inn","Debora Morton",Saturday,16:20,23:45,2018-10-20
"Nifty Branch Inn","Dale Dixon",Saturday,16:20,23:45,2018-10-20
"Nifty Branch Inn","Chris Marquess",Saturday,16:20,23:45,2018-10-20
"Nifty Branch Inn","Aaron Bundy",Saturday,10:00,16:20,2018-10-20
"Nifty Branch Inn","Bobby Delgiudice",Saturday,10:00,16:20,2018-10-20
"Nifty Branch Inn","Alex Tinsley",Saturday,14:30,23:45,2018-10-20
"Nifty Branch Inn","Christopher Scarborough",Saturday,16:45,23:45,2018-10-20
"Nifty Branch Inn","Cynthia Drennen",Saturday,14:30,23:45,2018-10-20
"Nifty Branch Inn","Gary Baxter",Saturday,10:00,16:45,2018-10-20
"Nimble Squash","Lloyd Haynes",Saturday,14:50,22:30,2018-10-20
"Nimble Squash","James Mackley",Saturday,14:50,22:30,2018-10-20
"Nimble Squash","Ralph Wells",Saturday,14:50,22:30,2018-10-20
"Nimble Squash","Gertrude Mccormick",Saturday,14:50,22:30,2018-10-20
"Nimble Squash","Loretta Pittsley",Saturday,10:00,14:50,2018-10-20
"Nimble Squash","Melvin Cox",Saturday,10:00,14:50,2018-10-20
"Nimble Squash","Michael Hancock",Saturday,16:45,22:30,2018-10-20
"Nimble Squash","Lorrie Larson",Saturday,16:45,22:30,2018-10-20
"Nimble Squash","John Mccain",Saturday,14:30,22:30,2018-10-20
"Nimble Squash","Helen Klein",Saturday,10:00,20:00,2018-10-20
"Nimble Stream Pub","Ryan Nelson",Saturday,16:45,23:00,2018-10-20
"Nimble Stream Pub","Ronald Messenger",Saturday,16:45,23:00,2018-10-20
"Nimble Stream Pub","Teresa Sanchez",Saturday,16:45,23:00,2018-10-20
"Nimble Stream Pub","Tonya Ebert",Saturday,16:45,23:00,2018-10-20
"Nimble Stream Pub","William Pelletier",Saturday,12:00,16:45,2018-10-20
"Nimble Stream Pub","Travis Mclaughlin",Saturday,12:00,16:45,2018-10-20
"Nimble Stream Pub","Willie Parry",Saturday,16:25,23:00,2018-10-20
"Nimble Stream Pub","Tracy Jewell",Saturday,16:25,23:00,2018-10-20
"Nimble Stream Pub","Steven Lefevre",Saturday,16:45,23:00,2018-10-20
"Nimble Stream Pub","Sandra Mahr",Saturday,12:00,14:30,2018-10-20
"Oceanic Knight Inn","Adrian Briggs",Saturday,14:50,22:45,2018-10-20
"Oceanic Knight Inn","Benny Smith",Saturday,14:50,22:45,2018-10-20
"Oceanic Knight Inn","Edward Dannenberg",Saturday,14:50,22:45,2018-10-20
"Oceanic Knight Inn","Daniel Klar",Saturday,14:50,22:45,2018-10-20
"Oceanic Knight Inn","Erika Woods",Saturday,08:00,14:50,2018-10-20
"Oceanic Knight Inn","Dianna Guerrero",Saturday,08:00,14:50,2018-10-20
"Oceanic Knight Inn","Angela Hampson",Saturday,20:00,22:45,2018-10-20
"Oceanic Knight Inn","Eric Ottinger",Saturday,16:45,22:45,2018-10-20
"Oceanic Knight Inn","Emily Pendergrass",Saturday,13:00,22:45,2018-10-20
"Oceanic Knight Inn","Dan Clouser",Saturday,08:00,14:30,2018-10-20
"Oceanic Woodpecker Inn","Latesha Mays",Saturday,13:30,22:00,2018-10-20
"Oceanic Woodpecker Inn","Jenny Stanislawski",Saturday,13:30,22:00,2018-10-20
"Oceanic Woodpecker Inn","Harold Barnett",Saturday,13:30,22:00,2018-10-20
"Oceanic Woodpecker Inn","Heidi Rubin",Saturday,13:30,22:00,2018-10-20
"Oceanic Woodpecker Inn","Leona Thomas",Saturday,12:00,13:30,2018-10-20
"Oceanic Woodpecker Inn","Frederick Beard",Saturday,12:00,13:30,2018-10-20
"Oceanic Woodpecker Inn","Jacqueline Ferguson",Saturday,14:30,22:00,2018-10-20
"Oceanic Woodpecker Inn","Janice Thull",Saturday,14:30,22:00,2018-10-20
"Oceanic Woodpecker Inn","Iva Tipps",Saturday,16:00,22:00,2018-10-20
"Oceanic Woodpecker Inn","Jessie Tseng",Saturday,12:00,20:00,2018-10-20
"Organic Buffalo Bar","Winifred Berger",Saturday,14:50,23:30,2018-10-20
"Organic Buffalo Bar","Viviana Garcia",Saturday,14:50,23:30,2018-10-20
"Organic Buffalo Bar","William Best",Saturday,14:50,23:30,2018-10-20
"Organic Buffalo Bar","Robert Bryant",Saturday,14:50,23:30,2018-10-20
"Organic Buffalo Bar","Margaret Parker",Saturday,10:00,14:50,2018-10-20
"Organic Buffalo Bar","Pauline Wilburn",Saturday,10:00,14:50,2018-10-20
